iter	HammingLoss	MultiCrossEntropy
78	0.02454735101	0.1515910621
79	0.02454735101	0.1503868536
80	0.02454726523	0.1491178078
81	0.02454717946	0.147975535
82	0.02454717946	0.1468673034
83	0.02454786568	0.1457689886
84	0.02454829457	0.1447182844
85	0.02454838035	0.1436945096
86	0.02454820879	0.1427023303
87	0.02454838035	0.1417406908
88	0.02454846612	0.1405534625
89	0.02454846612	0.1396366036
90	0.02454846612	0.1387230679
91	0.02453053858	0.1378462427
92	0.02453053858	0.1368882559
93	0.02453053858	0.1360760913
94	0.02453096747	0.1352010675
95	0.02453079591	0.1344287985
96	0.02453079591	0.133692899
97	0.02453079591	0.1328436738
98	0.02453096747	0.132235799
99	0.02453105325	0.1314167645
100	0.02453105325	0.1308265374
101	0.02453088169	0.1298365582
102	0.02453088169	0.1290664146
103	0.02453053858	0.1281520538
104	0.02454297635	0.1273821071
105	0.02454297635	0.1264634227
106	0.02454297635	0.1257582793
107	0.02454306213	0.1250046022
108	0.02454306213	0.1241764437
109	0.02454306213	0.1234110326
110	0.02454306213	0.1226507842
111	0.02454306213	0.1219060228
112	0.0245431479	0.1212533936
113	0.02454297635	0.1206572827
114	0.02454297635	0.1199159889
115	0.02454297635	0.1192312518
116	0.02454289057	0.118545157
117	0.02454297635	0.1178847776
118	0.02454297635	0.1173169432
119	0.02454306213	0.116836491
120	0.02454289057	0.1164191764
121	0.02454297635	0.1158210189
122	0.02454306213	0.115244725
123	0.02454297635	0.1148452793
124	0.02454306213	0.1142643917
125	0.02454306213	0.1137955036
126	0.02454289057	0.1134444833
127	0.02454297635	0.1131100481
128	0.02454203279	0.1127782008
129	0.02439715424	0.1122152616
130	0.02439749735	0.1117627628
131	0.02439749735	0.1113145594
132	0.0243976689	0.1108365914
133	0.02439784046	0.110381102
134	0.02439689691	0.1099520079
135	0.02439655379	0.1094378063
136	0.02439655379	0.1090045806
137	0.02439689691	0.1085007098
138	0.02439715424	0.1081711384
139	0.02439758313	0.1076890046
140	0.02439749735	0.1072375934
141	0.02439612491	0.1068291436
142	0.02453611413	0.1064301066
143	0.02454057457	0.1059696696
144	0.02454066035	0.1056081066
145	0.02454066035	0.105261253
146	0.02454066035	0.1048374646
147	0.02454066035	0.1045022992
148	0.02454066035	0.104137167
149	0.0245404888	0.1037849904
150	0.02454031724	0.1033595279
151	0.02454031724	0.1029880591
152	0.02454040302	0.1026798344
153	0.02454040302	0.1023299794
154	0.02454023146	0.1020266738
155	0.02454023146	0.1016510223
156	0.02453988835	0.101367023
157	0.02453988835	0.1010210276
158	0.02453980257	0.1007602437
159	0.02453920213	0.1005265672
160	0.02453903057	0.1002661524
161	0.02453903057	0.09998930965
162	0.02453885902	0.09970406369
163	0.02453834435	0.09943445099
164	0.02453791546	0.09923141575
165	0.02453800124	0.09894468368
166	0.02453791546	0.09868345771
167	0.0245381728	0.09846167822
168	0.0245381728	0.09831351429
169	0.0245381728	0.0980956569
170	0.02453680035	0.0978845305
171	0.0245366288	0.0977417488
172	0.0245366288	0.09757603879
173	0.0245366288	0.09737093129
174	0.0245366288	0.09713767316
175	0.0245366288	0.09694147721
176	0.0245366288	0.09675888395
177	0.02453311191	0.09665754251
178	0.02453294036	0.09647534958
179	0.0245327688	0.09634869025
180	0.02453268302	0.09617081341
181	0.02453268302	0.09600973642
182	0.02453071014	0.09589201271
183	0.0245304528	0.09577971504
184	0.02453002391	0.09561442706
185	0.02452933769	0.09546351012
186	0.02452942347	0.09535434928
187	0.02452839414	0.09520915376
188	0.02452813681	0.09507429426
189	0.02452813681	0.09493743315
190	0.02452813681	0.09479492173
191	0.02452539192	0.09467694529
192	0.02452513459	0.0945737374
193	0.0245247057	0.0944458542
194	0.0245247057	0.09435232633
195	0.02452461992	0.0942141565
196	0.02452461992	0.09411161129
197	0.02452461992	0.09396495785
198	0.02452993814	0.09382019696
199	0.02452985236	0.09371035581
200	0.02452993814	0.09360301895
201	0.02442125778	0.09347913852
202	0.02442125778	0.0933643616
203	0.02442134355	0.09325985589
204	0.02442134355	0.09315917341
205	0.024422716	0.09304085121
206	0.02442263022	0.0929246449
207	0.024422716	0.09283341719
208	0.02442288755	0.09272701112
209	0.02442297333	0.09263115102
210	0.02442280177	0.0925352115
211	0.02442280177	0.09244783984
212	0.02442365955	0.09236535875
213	0.02442280177	0.09226785887
214	0.024422716	0.09217121439
215	0.02442254444	0.09208531427
216	0.02442340222	0.09199589421
217	0.02442263022	0.09191459645
218	0.02442254444	0.09182983889
219	0.02442228711	0.09163035797
220	0.02442314489	0.09155326322
221	0.02442314489	0.09146311744
222	0.024423488	0.0913836063
223	0.02442331644	0.09129746614
224	0.024423488	0.09123396492
225	0.02442331644	0.09116080554
226	0.02442323066	0.09106717941
227	0.02442323066	0.09099268634
228	0.02442323066	0.09088794864
229	0.02442314489	0.09081994714
230	0.02442314489	0.09072044094
231	0.02442323066	0.09065494717
232	0.02442305911	0.09053090629
233	0.02442305911	0.09045130324
234	0.024422716	0.09038813728
235	0.02396474879	0.09027110049
236	0.02396474879	0.09021207391
237	0.02396397679	0.09008707389
238	0.02396371946	0.08998600505
239	0.02396346213	0.08992452331
240	0.02396294746	0.08983100653
241	0.02396243279	0.08974324793
242	0.02396183235	0.08967269277
243	0.02396114613	0.08958721791
244	0.02396140346	0.08952616056
245	0.02396037413	0.08945625029
246	0.02396028835	0.08938805961
247	0.02396028835	0.08930849655
248	0.0239523968	0.08923113771
249	0.0239523968	0.08912437648
250	0.02394793636	0.08907937107
251	0.02394733592	0.0890147414
252	0.02394622081	0.08896989148
253	0.02394227503	0.0888991226
254	0.02394210348	0.08881408091
255	0.02394210348	0.08873345658
256	0.02394167459	0.08868065947
257	0.02393850081	0.08861654165
258	0.02393850081	0.08856012121
259	0.02393781459	0.08850951636
260	0.02381017735	0.08845379647
261	0.02379851159	0.08835631082
262	0.02379851159	0.0882891439
263	0.02379825425	0.08821409153
264	0.02379413692	0.08812484579
265	0.02379353648	0.08806591562
266	0.02377869693	0.08802187235
267	0.02378272849	0.08794380783
268	0.02378573071	0.08785769113
269	0.02378770359	0.08779025329
270	0.02378718893	0.08774341851
271	0.0236733619	0.08769090119
272	0.02365234636	0.08764693298
273	0.02337734302	0.08757952091
274	0.0233704808	0.08751335004
275	0.02336782169	0.08744966276
276	0.02336756436	0.08741313514
277	0.02336687814	0.08732994084
278	0.02336190303	0.08728080622
279	0.02336233192	0.08722225042
280	0.02336233192	0.08716359393
281	0.02336173147	0.08712304386
282	0.0233616457	0.0870556483
283	0.02336130259	0.08700504267
284	0.02335607015	0.08693798484
285	0.0233554697	0.08691031886
286	0.02335495504	0.08688389533
287	0.02335512659	0.08683115642
288	0.02335478348	0.08676852943
289	0.02335898659	0.086716781
290	0.02335263904	0.08665597724
291	0.02335221015	0.08660130623
292	0.0233516097	0.08656684755
293	0.02335092348	0.08653003294
294	0.02335066615	0.08647321787
295	0.02334946526	0.08638335174
296	0.02334955104	0.08634893837
297	0.02334929371	0.08631862536
298	0.02334869326	0.08626218389
299	0.02334792126	0.08623418008
300	0.0233466346	0.08618313669
301	0.02334286038	0.08612666637
302	0.02334148793	0.08609418404
303	0.02334011549	0.08602756679
304	0.02334063016	0.08597290269
305	0.0233396866	0.08594003919
306	0.02333179505	0.08587162605
307	0.02333256705	0.08581819741
308	0.02333273861	0.08577102016
309	0.02333299594	0.08572048416
310	0.02333256705	0.08567608952
311	0.02332750617	0.0856293042
312	0.02332716306	0.08557951286
313	0.02332707728	0.08551824837
314	0.02332973639	0.08547177138
315	0.02332973639	0.08542971228
316	0.02332802083	0.08536694826
317	0.02332750617	0.08534263154
318	0.02332707728	0.08530596326
319	0.02332656261	0.08526118013
320	0.02332561906	0.08523211907
321	0.02332579061	0.08518999471
322	0.02332561906	0.0851519362
323	0.02332561906	0.08508775154
324	0.02332424661	0.08502925914
325	0.02332321728	0.08500134722
326	0.02332347461	0.08495725226
327	0.02332304573	0.08492888803
328	0.02332218795	0.08489899695
329	0.02332090128	0.08487020931
330	0.02331849951	0.08481761636
331	0.02331867106	0.08478174402
332	0.02331824217	0.08474055285
333	0.02331789906	0.08471264822
334	0.02331747018	0.08468597767
335	0.02331712706	0.0846553706
336	0.02331704129	0.08463192988
337	0.02331712706	0.08459744133
338	0.02331686973	0.08458096552
339	0.02331481107	0.08454201651
340	0.02331258085	0.08451967855
341	0.0233112084	0.08449732489
342	0.02331069374	0.08447478721
343	0.02330940707	0.08445284742
344	0.02330666218	0.08441847873
345	0.02330649063	0.08439109092
346	0.02330640485	0.08435391891
347	0.02330640485	0.08429931741
348	0.02330563285	0.08427344096
349	0.02330571863	0.08424047885
350	0.02330554707	0.08420245479
351	0.02330245908	0.08415332925
352	0.02330117241	0.08413782816
353	0.02330040041	0.08410714835
354	0.02329945686	0.08408843798
355	0.02329791286	0.08404997969
356	0.02329799863	0.08401913272
357	0.02329748397	0.08398134578
358	0.02329756975	0.08394997305
359	0.02329739819	0.0839162134
360	0.02329731241	0.08389570842
361	0.02329714086	0.08386963567
362	0.02329645464	0.08384879738
363	0.02329559686	0.08382727616
364	0.02329559686	0.08379323723
365	0.02329508219	0.08375834765
366	0.02329405286	0.08370643453
367	0.02329396708	0.08367159945
368	0.02329336664	0.08362174277
369	0.02329336664	0.08358986643
370	0.02329370975	0.08356174304
371	0.02329370975	0.08350845421
372	0.02329362397	0.08347015726
373	0.02329336664	0.08342202855
374	0.02329336664	0.08339240096
375	0.02329242308	0.08337444789
376	0.02329182264	0.08335649135
377	0.02329190842	0.08334035132
378	0.02329173686	0.08330771789
379	0.02329010708	0.08325944523
380	0.02329010708	0.0832121764
381	0.02329019286	0.08319749624
382	0.02329019286	0.08318193973
383	0.02329019286	0.08314834063
384	0.02328976397	0.08312183472
385	0.02328787686	0.08309993436
386	0.02328779109	0.08308485206
387	0.02328684753	0.08304148079
388	0.02328676175	0.08297951154
389	0.02328684753	0.08293932543
390	0.02328616131	0.08291889575
391	0.02328590398	0.08290496079
392	0.02328487464	0.08288212242
393	0.02328478887	0.08284263552
394	0.02328393109	0.08280907673
395	0.02328135776	0.08277051859
396	0.02328152931	0.08275771328
397	0.02328152931	0.0827207785
398	0.02328152931	0.08269542845
399	0.02328144354	0.08268333549
400	0.02328110043	0.08266131971
401	0.02328049998	0.08262019385
402	0.02328015687	0.08256618128
403	0.02327938487	0.08251522609
404	0.02327938487	0.08248226836
405	0.02327629687	0.08246013287
406	0.02327603954	0.08243944394
407	0.02327552487	0.08241902668
408	0.02327535332	0.08240726323
409	0.02327483865	0.08235727728
410	0.02327398088	0.08230987738
411	0.02327338043	0.08226495335
412	0.02327329465	0.0821764628
413	0.02327286576	0.08214528296
414	0.02327277999	0.0821172983
415	0.02327260843	0.08209458797
416	0.02327175065	0.082069818
417	0.02327089288	0.08205670827
418	0.023261972	0.08203497865
419	0.023261972	0.08202534199
420	0.02325845511	0.08199615199
421	0.023258112	0.08193296444
422	0.02325648222	0.08190858046
423	0.02325622489	0.08187733457
424	0.02325613911	0.08184916653
425	0.02325639644	0.08183005736
426	0.023255024	0.0817875637
427	0.02325133556	0.08176356533
428	0.02325150711	0.08175173297
429	0.02324919112	0.0817243607
430	0.02324919112	0.08169721803
431	0.02324841912	0.0816793171
432	0.02324867645	0.08166235213
433	0.02324876223	0.08163633869
434	0.02324781867	0.08161085932
435	0.02324730401	0.0816016844
436	0.02324747556	0.08157692783
437	0.02324636045	0.08155478342
438	0.02324636045	0.08153264903
439	0.0232454169	0.08151981728
440	0.02324498801	0.08149781135
441	0.02324352979	0.08143811619
442	0.02324275779	0.08141716722
443	0.02324241468	0.08140772508
444	0.02322448714	0.08139639114
445	0.02321942625	0.08138519692
446	0.02321908314	0.08135502034
447	0.02321805381	0.0813147757
448	0.02321779647	0.08129412533
449	0.02321676714	0.08127379025
450	0.02321633825	0.08119734851
451	0.0232153947	0.08117681629
452	0.02321136315	0.0811519801
453	0.0232084467	0.0811319177
454	0.02320818937	0.0811110925
455	0.02320630226	0.08108812252
456	0.02320535871	0.08105033461
457	0.02320338582	0.08103533877
458	0.02320312848	0.08100721923
459	0.02319944004	0.08098419591
460	0.02319909693	0.0809570312
461	0.02319892538	0.08090708388
462	0.02319858227	0.08088619849
463	0.0231980676	0.08087027334
464	0.02319892538	0.08084883443
465	0.02319875382	0.08078921157
466	0.02319832493	0.08076518892
467	0.02319823916	0.08073433141
468	0.02319798182	0.08071552013
469	0.02319583738	0.08066463077
470	0.02317893917	0.08064385932
471	0.02317696628	0.08062340047
472	0.02317327784	0.08058003984
473	0.0231742214	0.08052547065
474	0.02317525073	0.08047248147
475	0.02317362095	0.08045432989
476	0.02317010407	0.08043001249
477	0.02316924629	0.08041243166
478	0.0231634134	0.08039147134
479	0.02316041118	0.08036935116
480	0.02315706585	0.08035438463
481	0.02315646541	0.0803332747
482	0.02311434855	0.08031560452
483	0.02311383389	0.08029738091
484	0.02311400544	0.08028262484
485	0.02311409122	0.08023039219
486	0.02311374811	0.08021316986
487	0.02310311167	0.08020019262
488	0.02310328323	0.08015328606
489	0.02310276856	0.08009010604
490	0.02310294012	0.08006576942
491	0.02310122456	0.08000694875
492	0.02310053834	0.07999554835
493	0.02310010945	0.07997280184
494	0.02310062412	0.07996179074
495	0.02310028101	0.07995200054
496	0.02309933745	0.07990722781
497	0.02309727879	0.0798903155
498	0.02309676412	0.07984760554
499	0.02309676412	0.07980724492
500	0.0230922179	0.07978955433
501	0.02308998768	0.07974052992
502	0.02309015924	0.07970432874
503	0.02309050235	0.07967997814
504	0.02308938724	0.07963467974
505	0.02308964457	0.07961655935
506	0.02308810057	0.07959204972
507	0.02308801479	0.07957520222
508	0.02308587035	0.07955163615
509	0.02308535569	0.07953083708
510	0.02308406902	0.07951832147
511	0.02308132413	0.07949508059
512	0.02308140991	0.07945483143
513	0.02308046636	0.07942220148
514	0.02307960858	0.0794058626
515	0.02307823614	0.07938796898
516	0.02307617747	0.07935875742
517	0.02307411881	0.07933849373
518	0.02307291792	0.07931581099
519	0.02307180281	0.07929767419
520	0.02307171703	0.07928079084
521	0.02307111659	0.07923231532
522	0.0230675997	0.07921039465
523	0.02306699926	0.07919377409
524	0.02306339659	0.07916635465
525	0.02306099482	0.07914378381
526	0.02306005126	0.0791329686
527	0.02305945082	0.07911487883
528	0.02305782104	0.07910003519
529	0.0230525886	0.07907406517
530	0.02305233127	0.07905286353
531	0.0230495006	0.07901774105
532	0.02304881438	0.07900159803
533	0.02304821394	0.07898638001
534	0.02304812816	0.07896000812
535	0.02304418238	0.07893978189
536	0.02304152327	0.07892173987
537	0.02304126594	0.07891538778
538	0.02303963617	0.07890472969
539	0.02303723439	0.0788795918
540	0.02303620506	0.07886615898
541	0.02303457528	0.07885004672
542	0.0230337175	0.07881126464
543	0.02303346017	0.078790895
544	0.02303328861	0.07877172345
545	0.02302865662	0.07874901429
546	0.02302857084	0.0787305457
547	0.0230271984	0.07871493588
548	0.02302694106	0.07869599557
549	0.02302668373	0.07868678323
550	0.02302496818	0.07866858258
551	0.02302505395	0.07864913145
552	0.02302308107	0.07862834808
553	0.02302093662	0.07860438621
554	0.02302050774	0.07857916806
555	0.02301922107	0.07856613185
556	0.02301836329	0.07855658034
557	0.02301673352	0.07852764723
558	0.02301673352	0.07850943137
559	0.02301510374	0.07849834051
560	0.02301467485	0.07848310052
561	0.0230137313	0.07847508703
562	0.0230137313	0.0784585052
563	0.02301347396	0.0784283501
564	0.02301338819	0.07840978482
565	0.02301270196	0.07837267104
566	0.02301184419	0.07836536539
567	0.02301055752	0.07835072347
568	0.02300995708	0.0783235493
569	0.02301012863	0.07830663098
570	0.02300952819	0.07828661578
571	0.02300789841	0.07826245941
572	0.02300592552	0.07823604345
573	0.02300515352	0.07822347106
574	0.02300412419	0.07820513679
575	0.02299932064	0.07818457176
576	0.02299777664	0.07815894388
577	0.02299666153	0.07811256698
578	0.02299528909	0.0780944855
579	0.0229933162	0.07807369162
580	0.02299220109	0.07804679525
581	0.02299074287	0.07802699983
582	0.02299005665	0.07801803932
583	0.02298894154	0.07799913481
584	0.02298834109	0.07798269174
585	0.02298799798	0.07796717935
586	0.0229879122	0.07795562084
587	0.02298739754	0.07794490147
588	0.02298593932	0.07793023973
589	0.02298328021	0.07789518927
590	0.0229821651	0.07787520036
591	0.02298087843	0.07786780055
592	0.02297839088	0.07784604513
593	0.02297821932	0.07781602349
594	0.02297736155	0.07778244663
595	0.0229767611	0.0777624443
596	0.02297290111	0.07774144787
597	0.02297144288	0.07773067454
598	0.02296732555	0.07771098964
599	0.02296741133	0.07769068774
600	0.02296698244	0.07767087632
601	0.02296681089	0.0776488342
602	0.02296535267	0.07761765244
603	0.02296509533	0.07759887891
604	0.02296500956	0.07758977094
605	0.02296063489	0.07757098178
606	0.02296029178	0.07756302922
607	0.02295994867	0.07755230592
608	0.02295994867	0.07752810871
609	0.02295934823	0.07751432325
610	0.02295746112	0.07749406284
611	0.02295668912	0.0774791529
612	0.02295557401	0.07746083728
613	0.02295540245	0.07744633071
614	0.02295179979	0.07742125774
615	0.02295077046	0.07740495051
616	0.02295068468	0.07737585394
617	0.02294939801	0.07732850024
618	0.02294588113	0.07732010914
619	0.02294407979	0.07731253626
620	0.02294064869	0.07729592245
621	0.02293721758	0.07728534447
622	0.02293533047	0.07724886316
623	0.02293438691	0.07722966392
624	0.02293335758	0.07721955981
625	0.02293275714	0.07720193862
626	0.02293078425	0.0771717588
627	0.0229267527	0.07715282785
628	0.02292589492	0.07713334739
629	0.02292220648	0.07711811033
630	0.02292169181	0.0770923009
631	0.02292160603	0.07707602836
632	0.02292091981	0.07705158904
633	0.02292040515	0.0770361691
634	0.02291997626	0.07703013383
635	0.02291989048	0.0770071648
636	0.02291860381	0.07699629853
637	0.02291182737	0.07697456095
638	0.02290813893	0.07696044871
639	0.02290179138	0.07693589805
640	0.02290144827	0.07691881045
641	0.02290110516	0.07691128453
642	0.02290067627	0.07689142039
643	0.0229009336	0.07687009014
644	0.02290084783	0.07685548614
645	0.02290127672	0.07684794511
646	0.02289913227	0.07681680507
647	0.02289861761	0.07680807725
648	0.02289810294	0.07679260593
649	0.02289175539	0.07676746252
650	0.02289149806	0.0767473455
651	0.02289003984	0.07673129953
652	0.02288892472	0.07670764627
653	0.02288866739	0.07669806505
654	0.02288798117	0.07667693597
655	0.02288789539	0.07665566904
656	0.02288815273	0.0766361092
657	0.02288755228	0.0766134282
658	0.0228874665	0.07659538225
659	0.02288729495	0.07658601881
660	0.02288695184	0.07657502054
661	0.02288678028	0.07656756836
662	0.0228866945	0.07654740988
663	0.02288660873	0.07653978292
664	0.0228859225	0.07652329948
665	0.02288420695	0.07651373165
666	0.02288386384	0.0764924953
667	0.0228840354	0.07647904814
668	0.02288386384	0.07646225853
669	0.0228832634	0.07644900569
670	0.02288309184	0.07643176281
671	0.0228832634	0.07641159011
672	0.0228817194	0.07640349513
673	0.02288154784	0.07639665115
674	0.02288077584	0.07639142162
675	0.02287914607	0.07638244434
676	0.02287854562	0.0763563358
677	0.02287880295	0.07634390037
678	0.02287794518	0.07632405637
679	0.02287674429	0.07631140216
680	0.02287700162	0.07629716115
681	0.02287614385	0.07628247302
682	0.02287571496	0.07627086842
683	0.02287502874	0.07626196704
684	0.02287468562	0.0762507377
685	0.02287451407	0.07623443332
686	0.02287451407	0.07621929046
687	0.02287331318	0.07621166417
688	0.02287305585	0.07620494919
689	0.02287314163	0.07619552268
690	0.02287236963	0.07618867273
691	0.02287219807	0.07618021793
692	0.02287202652	0.07616648354
693	0.02287194074	0.07614993187
694	0.02287176918	0.07611399716
695	0.02287142607	0.07609568154
696	0.02287116874	0.07607900025
697	0.02287099718	0.07606273137
698	0.02287073985	0.07604398542
699	0.02287031096	0.0760310661
700	0.02286971052	0.07600661322
701	0.02286945318	0.07599244563
702	0.02286876696	0.07598046748
703	0.02286790919	0.07595695322
704	0.0228667083	0.07593889466
705	0.02286653674	0.07591704071
706	0.02286619363	0.07590877617
707	0.02286610785	0.0758932385
708	0.0228659363	0.07587593566
709	0.0228659363	0.07585698837
710	0.02286464963	0.07583341238
711	0.02286327719	0.07582698535
712	0.02286216208	0.07582068799
713	0.02286096119	0.07579869207
714	0.02286078964	0.07579142106
715	0.02286044652	0.07577789406
716	0.02286018919	0.07576656907
717	0.02285847364	0.07572214566
718	0.02285658653	0.07571049995
719	0.02285675808	0.07569334099
720	0.02285572875	0.07568953038
721	0.02285512831	0.07567670945
722	0.0228547852	0.07566098499
723	0.02285469942	0.07564418012
724	0.02285435631	0.07562061563
725	0.02285409897	0.07558532994
726	0.02285272653	0.0755785762
727	0.02285264075	0.07555157695
728	0.0228501532	0.07554375016
729	0.02285032475	0.07552646319
730	0.02285083942	0.07550637956
731	0.02285066787	0.07549875672
732	0.02284981009	0.07548479249
733	0.02284929542	0.07546430796
734	0.02284920964	0.07544876189
735	0.02284903809	0.07544213843
736	0.02284723676	0.07540136103
737	0.02284723676	0.07539090192
738	0.02284637898	0.07538614277
739	0.02284620742	0.07537197733
740	0.02284569276	0.0753607541
741	0.02284500654	0.07534695813
742	0.02284329098	0.07533995169
743	0.02284269054	0.07532196919
744	0.02284003143	0.07531547378
745	0.02284097498	0.07530818599
746	0.02284028876	0.07529688226
747	0.02283762965	0.07528519208
748	0.02283754388	0.07527819104
749	0.0228374581	0.07525655322
750	0.02283677188	0.07524388366
751	0.02283685765	0.07522813844
752	0.02283617143	0.07518701277
753	0.0228359141	0.07517693022
754	0.02283599988	0.07516482724
755	0.02283608565	0.07515764788
756	0.02283582832	0.0751480622
757	0.02283539943	0.07514291535
758	0.02283471321	0.07513660043
759	0.02283368388	0.07511824844
760	0.02283325499	0.0751103393
761	0.02283196832	0.07509726923
762	0.02283042433	0.07509311462
763	0.02282999544	0.07507749352
764	0.02282948077	0.07506661222
765	0.02282982388	0.07506069962
766	0.0228297381	0.07504271285
767	0.0228281941	0.07503725377
768	0.02282759366	0.07502708638
769	0.02282690744	0.07501993167
770	0.02282682166	0.07500539734
771	0.02282665011	0.07499771037
772	0.02282682166	0.07498849869
773	0.02282690744	0.07496692852
774	0.02282733633	0.07495750978
775	0.02282707899	0.07493032003
776	0.02282604966	0.07491471362
777	0.02282493455	0.07490643495
778	0.02282459144	0.07489168012
779	0.02282433411	0.07487795392
780	0.02282356211	0.07486961147
781	0.02282330478	0.07486166815
782	0.02282236122	0.07484965224
783	0.02282218966	0.07484351668
784	0.02281910167	0.07483782729
785	0.02281730034	0.07483153789
786	0.02281618522	0.07480513774
787	0.02281558478	0.07480102592
788	0.02281446967	0.07479003091
789	0.02281352612	0.07478067077
790	0.02281275412	0.07476696253
791	0.02281249678	0.07475704468
792	0.02281241101	0.0747507124
793	0.02281198212	0.07474083982
794	0.02280915145	0.07472783602
795	0.02280880834	0.07471399441
796	0.02280915145	0.07468857701
797	0.02280855101	0.07468104574
798	0.02280829368	0.07467095983
799	0.0228074359	0.07465789679
800	0.02280700701	0.07464786023
801	0.0228066639	0.07463890638
802	0.02280580612	0.07463463567
803	0.0228058919	0.07462122534
804	0.02280486257	0.07460862639
805	0.02280460523	0.07460355537
806	0.0228043479	0.07459435405
807	0.02280417635	0.07457744409
808	0.02280400479	0.07456387329
809	0.02280409057	0.07454732363
810	0.02280417635	0.07454118254
811	0.02280400479	0.07453345991
812	0.02280391901	0.07451008799
813	0.02280340435	0.07449796386
814	0.02280331857	0.07449018822
815	0.02280366168	0.07448515317
816	0.02280331857	0.07447220843
817	0.0228028039	0.07446497534
818	0.02280246079	0.07442572652
819	0.02280194612	0.07441508703
820	0.02280220346	0.07440992849
821	0.02280211768	0.07440384995
822	0.02280186035	0.07439328838
823	0.02280186035	0.07438467964
824	0.02280160301	0.07436920368
825	0.02280143146	0.07436193996
826	0.0228004879	0.07435170244
827	0.02280083101	0.07434184523
828	0.02279963013	0.07433208399
829	0.02279963013	0.0743247795
830	0.02279920124	0.07431226693
831	0.02279860079	0.07430746709
832	0.02279885813	0.07429557948
833	0.02279920124	0.07428475849
834	0.02279911546	0.07427796503
835	0.0227970568	0.07424064496
836	0.02279662791	0.07423402738
837	0.02279679946	0.0742230716
838	0.02279714257	0.07421117554
839	0.02279757146	0.07420066068
840	0.02279757146	0.07418029234
841	0.02279577013	0.07417120046
842	0.02279602746	0.07416422169
843	0.0227955128	0.07415622323
844	0.02279525546	0.07414398189
845	0.02279516969	0.07412382259
846	0.0227947408	0.07411640663
847	0.02279422613	0.07408093847
848	0.02279379724	0.0740737448
849	0.02279328258	0.07406465243
850	0.02279216747	0.0740286806
851	0.02279130969	0.07400208083
852	0.02278993725	0.07398421798
853	0.02278839325	0.07395070336
854	0.0227847048	0.07392245675
855	0.0227820457	0.0738928006
856	0.02278153103	0.07387780739
857	0.02277998703	0.07385388778
858	0.02277930081	0.0738279916
859	0.02277870036	0.07380401155
860	0.02277749948	0.07378843188
861	0.02277672748	0.07377346813
862	0.02277638437	0.07375096845
863	0.02277389681	0.07371273576
864	0.0227735537	0.07369169517
865	0.02277106615	0.07365573549
866	0.02277020837	0.07364484336
867	0.02276952215	0.07362873835
868	0.02276840704	0.07362008877
869	0.02276651993	0.073598079
870	0.02276609104	0.07358698065
871	0.02276463282	0.07357354548
872	0.02276231682	0.07356240143
873	0.0227624026	0.07353923029
